pageID,captionID,image_url,caption
0,10,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/aw_81348_Pierre-Leval-Susana-Leval-Liliana-Porter-Anna-Discornia-Susanna-Temkin.jpg?fsum=66e746bff0da,"Pierre Leval, Susana Leval, Liliana Porter, Anna Discornia, and Susanna Temkin"
0,11,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-4-18.jpg?fsum=83c2d4c54fa3,L to R.: Jean Shafiroff and Roy Kean; Carlos Valedon and Brendan George
0,12,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/aw_81359_Sergio-Orozco-Maria-Stein-Bouchra-Benyoussef.jpg?fsum=ef8b51bbf6ee,"Sergio Orozco, Maria Stein, and Bouchra Benyoussef"
0,13,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/aw_81360_Brendan-George-Carlos-Valedon-Titina-Penzini.jpg?fsum=ed72153c54bb,"Brendan George, Carlos Valedon, and Titina Penzini"
0,14,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Carolina-Von-Humboldt-Tony-Bechara-Michael-Gross.jpg?fsum=ca33dc17a2b0,"Carolina Von Humboldt, Tony Bechara, and Michael Gross"
0,15,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Holden-Luntz.-Harry-Benson.jpg?fsum=a11f44ddd17c,Holden Luntz and Harry Benson
0,16,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Holden-Luntz@Gigi-Benson-2019-IMG_0066.jpg?fsum=a4b78eb12ac8,Holden Luntz
0,17,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Bruce-Helander.Gigi-Benson.-Del-Williamson.-Harry-Benson.-Susan-Thompson.-Barbara-Williamson.-Karen-Lloyd.-Rod-McRae.jpg?fsum=5e35907a5d29,"Bruce Helander, Gigi Benson, Del Williamson, Harry Benson, Susan Thompson, Barbara Williamson, Karen Lloyd, and Rod McRae"
0,18,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Emmy-Haney.-Christopther-Plummer.-Harry.jpg?fsum=15ef7629c590,"Emmy Haney, Harry Benson, and Christopher and Elaine Plummer"
0,19,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Harry-Benson.-Val-Sellek.-Wheaten-Terrior-Nadja.jpg?fsum=6275036875a0,Harry Benson with Val Sellek and his Wheaten Terrier Nadja
0,20,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-6-14.jpg?fsum=2bea7d4cadf0,"L to R.: Cynthia Dillon, Yi-Hsin Chang, and Eliot Morgan; Edwina Sandys with Bill and Regine Diamond"
0,21,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Harry-Benson.jpg?fsum=f466d2efc484,Harry Benson and Luce Churchill
0,22,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Anneliese.Langner.-Chuck-Poole.jpg?fsum=2772b9c9ac82,"Anneliese Langner, Chuck Poole, and Gigi Benson"
0,23,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-5-13.jpg?fsum=4dd38ee1d6bc,L to R.: Audrey and Martin Gruss; Rachel and Wym Van Wyk
0,24,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IMG_0086.jpg?fsum=e9f82ee64001,"Susan Jacobs, John Loring, Harry Benson, and Cynthia Dillon"
0,25,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Secretary-Wilbur-and-Hillary-Ross@Gigi-Benson-2019-IMG_0048.jpg?fsum=7905fb5d616d,Hillary and Wilbur Ross
0,26,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Susan-Lloyd.-Bruce-Helander.jpg?fsum=2291f5968f6e,Susan Lloyd and Bruce Helander
0,27,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-4-1-3.jpg?fsum=17d4381c5a98,"L to R.: Val Sellek; Pam Taylor Yates, Harry Benson, and Karen Klopp"
0,28,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Tim-Malloy.-Eleanora-Kennedy.-Priscilla-Rattazzi.-Suean-Malloy.jpg?fsum=b0c0b62a3963,"Tim Malloy, Eleanora Kennedy, Priscilla Rattazzi, and Susan Malloy"
0,29,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/1-16.jpg?fsum=8857f6d15701,Daniel Aubry and Clodagh introduce ‘Harbour 1’ photograph
0,30,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/9-9.jpg?fsum=d6a5eed13738,Brickell Series Wall
0,31,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/11-8.jpg?fsum=3c9bac6bf77d,Meditations’ photographic work
0,32,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/2-15.jpg?fsum=42fa35f3c001,Neil Jacobs and Nancie Min
0,33,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/3-17.jpg?fsum=6903f709f831,Niall Smith with Clodagh and Daniel Aubry
0,34,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-1-23.jpg?fsum=e27ecf83a4d7,L to R.: Clodagh and Emily Cones Browne; Michael Adams
0,35,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/6-12.jpg?fsum=6a21c9c5e2ba,Dede McMahon and Lori Lum
0,36,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/8-14.jpg?fsum=df07d0f70843,Cheryl Hazan and Clodagh
0,37,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-2-21.jpg?fsum=66382c695ebd,L to R.: Ellen Sweeney and Zach Cento; Pam and Peter Barbey with PJ Cobbs
0,38,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/12-7.jpg?fsum=55e8bc530ba6,The crowds at Clodagh’s photographic exhibition
1,0,http://newyorksocialdiary.com/wp-content/uploads/2019/03/Ferdinand-von-StrantzVPO-Chairman-Daniel-Froschauer-VP-Society-Chairman-Marife-Hernandez-VPO-General-Manager-Michael-Bladerer-VP-Society-Board-Members-Theodora-Simons-Sedge-Ward.jpg,"Ferdinand von Strantz,VPO Chairman Daniel Froschauer, VP Society Chairman Marife Hernandez, VPO General Manager Michael Bladerer, VP Society Board Members Theodora Simons, Sedge Ward, Elizabeth Ingleby, John Hargraves, and Max Jahn at a black-tie concert and dinner to benefit the Vienna Philharmonic Society.
"
1,1,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Gala-host-Cara-Buono.jpg?fsum=7a0b4205cc7f,Gala host Cara Buono
1,2,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/David-Muir-accepts-the-ADAPT-Leadership-Award.jpg?fsum=9999eca33fd6,David Muir accepts the ADAPT Leadership Award
1,3,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Gala-Chair-Deborah-Roberts.jpg?fsum=5c2a69b2f08a,Gala Chair Deborah Roberts
1,4,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Gala-Chair-Deborah-Roberts-and-honoree-David-Muir.jpg?fsum=986900aa396e,Gala Chair Deborah Roberts and honoree David Muir
1,5,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Gala-Host-Cara-Buono-honorees-John-and-Mark-Cronin.jpg?fsum=adcc014a7635,Gala Host Cara Buono with honorees John and Mark Cronin
1,6,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Tamron-Hall-and-Al-Roker.jpg?fsum=0d72efc9896e,Tamron Hall and Al Roker
1,7,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/James-Hausman-Tony-Danza-and-Susan-Lucci.jpg?fsum=467329a3af49,"James Hausman, Tony Danza, and Susan Lucci"
1,8,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Helaine-Hausman-Martin-Hausman-and-Mrs.jpg?fsum=deaf2cc6de23,"Helaine Hausman, Martin Hausman, and Susan Strauss"
1,9,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-3-19.jpg?fsum=5785f9f253e2,L to R.: Peter Meyer and Denise Arbesu; Lindsay Czarniak and Craig Melvin
1,10,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Al-Roker-Deborah-Roberts-Tony-Danza-Tamron-Hall-David-Muir-and-Susan-Lucci.jpg?fsum=c20d1a1da9e5,"Al Roker, Deborah Roberts, Tony Danza, Tamron Hall, David Muir, and Susan Lucci"
1,11,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-4-15.jpg?fsum=a6b2be389f4b,L to R.: Peter Meyer and Abigail Hawk; Gala Chair Al Roker and honoree Tony Danza
1,12,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/ADAPT-Leadership-Award-Honorees-Tony-Danza-Tamron-Hall-and-David-Muir.jpg?fsum=0ee62e1a3524,ADAPT Leadership Award Honorees Tony Danza with Tamron Hall and David Muir
1,13,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-1-19.jpg?fsum=1fce046a766c,L to R.: Gala Co-Chair Tamsen Fadal; Gala Co-Chair Mike Woods
1,14,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Bryan-Spies-Abigail-Hawk-and-Edward-R.jpg?fsum=e1a207265ccc,"Bryan Spies, Abigail Hawk, and Edward R. Matthews"
1,15,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Amy-Robach-and-Andrew-Shue.jpg?fsum=075a19024c70,Amy Robach and Andrew Shue
1,16,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Christopher-Masi-and-Kerry-Delaney.jpg?fsum=d9b7b1d5b9ef,Christopher Masi and Kerry Delaney
1,17,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_5.jpg?fsum=7dcccd455a15,David Rubenstein and Jim Simons
1,18,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_1.jpg?fsum=fe4a8f4ef117,"Charles Simonyi, Jim Simons, and Robbert Dijkgraaf"
1,19,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_2.jpg?fsum=b6da9f1f14df,"Robbert Dijkgraaf, Charles Simonyi, Sir James Wolfensohn, Jim Simons, and David Rubenstein"
1,20,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala_Neil-Chriss-Pia-de-Jong_Photo-by-Sylvan-Gaboury-Patrick-McMullan-via-Getty-Images_3646138.jpg?fsum=7cf5c8dc784c,Pia de Jong and Neil Chriss
1,21,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala_Sylvain_3646147.jpg?fsum=1011b0841c18,"Congressman Rush Holt, Robbert Dijkgraaf, and Vartan Gregorian"
1,22,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-3-20.jpg?fsum=edd924bdd652,"L to R.: Marilyn Simons and Jim Simons; Richard Garriott de Cayeux, Laetitia Garriott de Cayeux, and Gabriel Erem"
1,23,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala_Sylvain-25.jpg?fsum=62c886534b46,"Freeman Dyson, Imme Dyson, and Adam Falk"
1,24,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-2-18.jpg?fsum=db05766cbfed,L to R.: Annette Nazareth and Roger Ferguson; Elizabeth and Aristides Georgantas
1,25,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala_Sylvain_3646195.jpg?fsum=cf9fcea1ad38,Larry Gagosian
1,26,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala20190314_Photo-by-Patrick-McMullan_Patrick-McMullan-via-Getty-Images0035.jpg?fsum=c95b52664f4b,Nancy Peretsman and Ellen Futter
1,27,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala20190314_Photo-by-Patrick-McMullan_Patrick-McMullan-via-Getty-Images0053.jpg?fsum=c06845fb67fc,"Leo Guthart, Kate Medina Guthart, and Robbert Dijkgraaf"
1,28,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-4-16.jpg?fsum=ce2d2291ac2f,L to R.: Byron Wien and Senator George Mitchell; David Rubenstein and Claude Wasserstein
1,29,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_3.jpg?fsum=cba5625d3dc8,"Helmut Hofer, Luisa Fernholz, Robert Fernholz, Avi Wigderson, and John Overdeck"
1,30,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_4.jpg?fsum=efdb71c240eb,"Elaine Wolfensohn, Pia de Jong, and Afsaneh Beschloss"
1,31,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_6.jpg?fsum=88ed66a4405c,"Edward Witten, Helmut Hofer, Jim Simons, David Eisenbud, and Avi Wigderson"
1,32,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_7.jpg?fsum=aa0278b5af08,"David Lang, Vartan Gregorian, Robbert Dijkgraaf"
1,33,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_8.jpg?fsum=a27234c9870b,"Freeman Dyson, Imme Dyson, and Esther Dyson"
1,34,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_9.jpg?fsum=4ce6e4a7ac88,"Sandeep Dadlani, Rohan Murty, and Arjun Narayan"
1,35,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-5-9.jpg?fsum=e3766bcc014c,L to R.: Diana Taylor and Eric Schmidt; John Overdeck and Akshay Venkatesh
1,36,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_10.jpg?fsum=4f5f30d6b2f7,"Jim Simons, Rebecca Moss, and Sam Wang"
1,37,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Screenshot_11.jpg?fsum=9fd1b9acf6bc,"Eric Schmidt, Christine Reif, and Rafael Reif"
1,38,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/IAS-Einstein-Gala_Patrick_3646344.jpg?fsum=3d69600828fc,"Dimitra Tsachrelia, Joseph Schein, Robbert Dijkgraaf, Vartan Gregorian, and Pia de Jong"
1,39,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Vienna-Philharmonic-Orchestra-Ensemble-playeing-Brahms_-String-Sextet-No.-2-in-G-Major-Op.-36.jpg?fsum=c50e4a1572af,"Vienna Philharmonic Orchestra Ensemble playing Brahms’ String Sextet in G Major, Op. 36"
1,40,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Marife-Hernandez-and-Max-Jahn.jpg?fsum=ac57df1c098a,Marife Hernandez and Max Jahn
1,41,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Svetlana-Wachtell-and-Marife-Hernandez.jpg?fsum=039f349145ff,Svetlana Wachtell and Marife Hernandez
1,42,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Alan-Reifenberg-and-Emma-Clarke-and-Caroline-and-Max-Jahn.jpg?fsum=94a4e4bd3d74,Alan Reifenberg and Emma Clarke with Caroline and Max Jahn
1,43,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Michael-Haider-Director-of-the-Austrian-Cultural-Forum-Joanna-Fisher-Yoko-Nakamura-Fisher-PS.jpg?fsum=1fea72f4a8d1,"Michael Haider, Director of the Austrian Cultural Forum, Joanna Fisher, and Yoko Nakamura"
1,44,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Theodora-Simons.jpg?fsum=9955fceb54c0,Theodora Simons
1,45,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Max-Jahn-and-Cynthia-Sculco.jpg?fsum=df069eb1a172,Max Jahn and Cynthia Sculco
1,46,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Latifa-Kosta-and-Joel-Bell.jpg?fsum=53cbb279b758,Latifa Kosta and Joel Bell
1,47,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Hugh-Tilney-and-John-Ingleby.jpg?fsum=1c9c66af649a,Hugh Tilney and John Ingleby
1,48,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Daniel-Rothschild.jpg?fsum=7736c519734e,Daniel Rothschild
1,49,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Cynthia-Sculco-Elizabeth-Ingleby-Mattias-Ederer.jpg?fsum=3c4f44e17434,"Cynthia Sculco, Elizabeth Ingleby, and Mattias Ederer"
1,50,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Conductor-Michael-Tilson-Thomas-Carnegie-Hall-Director-Clive-Gillinson-and-his-wife-Anya-Gillinson.jpg?fsum=c0b812a0e6e4,"Conductor Michael Tilson Thomas, Carnegie Hall Director Clive Gillinson and his wife Anya Gillinson"
1,51,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Ambassador-Ping-Huang-Chinese-Consul-General-to-New-York-and-his-wife-Mrs.Lilly-Zhang-Austrian-Ambassador-to-the-United-States-Wolfgang-Waldner.jpg?fsum=9ffcb997b9b7,"Ambassador Ping Huang, Chinese Consul General to New York, and his wife Mrs. Lilly Zhang, and Austrian Ambassador to the United States Wolfgang Waldner"
1,52,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Ambassador-Ping-Huang-Chinese-Consul-General-to-New-York-and-his-wife-Madame-Lilly-Zhang.jpg?fsum=01bf8b16a179,"Ambassador Ping Huang, Chinese Consul General to New York and his wife, and Madame Lilly Zhang"
1,53,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Ambassador-Andrew-Jacovides-Ambassador-Kanji-Yamanouchi-Japanese-Consul-General-to-New-York-Mrs.-Pamela-Jacovides.jpg?fsum=8c1ef3bffa80,"Ambassador Andrew Jacovides, Ambassador Kanji Yamanouchi, Japanese Consul General to New York, and Mrs. Pamela Jacovides"
2,0,http://newyorksocialdiary.com/wp-content/uploads/2019/03/Asia-Week-New-York-Honorees-Arthur-Abbey-James-Lally-Diane-Abbey-Maxwell-K.-Hearn-Lillie-Johnson-Amy-G.-Poster-Dr.-Stephen-Little-Shelley-Rubin-John-and-Julia-Curtis-S-1.jpg,
2,1,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81143-Max-Hollein.jpg?fsum=023bfcea8896,Max Hollein
2,2,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/List-of-names-in-email-_Asia-Week-New-York.jpg?fsum=dd95d8e1defc,"Asia Week New York Planning Committee: Lark Mason, Elizabeth Hammer, Margaret Tao, Christina Prescott-Walker, Carol Conover, Michael C. Hughes, Dessa Goddard, Joan B. Mirviss, Jeff Olson, Katherine Martin, Marilyn White, and Erik Thomsen."
2,3,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81054-Peter-Aron-Amy-G.-Poster-Erica-Aron.jpg?fsum=cc366ce13871,"Peter Aron, Amy G. Poster, and Erica Aron"
2,4,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81057-Margaret-Tao-Susan-Ollemans.jpg?fsum=eab3c6b09fb7,Margaret Tao and Susan Ollemans
2,5,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81058-Shelley-Rubin-Navin-Kumar.jpg?fsum=26ccfb43a64e,Shelley Rubin and Navin Kumar
2,6,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/Untitled-1-18.jpg?fsum=9bd236d33255,L to R.: Jeanne Lawrence and Marilyn White; Erica and Lark Mason
2,7,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81065-Titi-Halle-Christine-Giuntini.jpg?fsum=c6d707dffaef,Titi Halle and Christine Giuntini
2,8,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81066-Christophe-Hioco-Carlo-Cristi.jpg?fsum=fbd8d2ac56ef,Christophe Hioco and Carlo Cristi
2,9,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81069-Brendan-Lynch-Runjeet-Singh-Sanjay-Kapoor.jpg?fsum=1a31cddf74f1,"Brendan Lynch, Runjeet Singh, and Sanjay Kapoor"
2,10,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81070-Betsy-Feinberg-Robert-Feinberg.jpg?fsum=070db488e7bb,Betsy and Robert Feinberg
2,11,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81078-Lillie-Johnson-Laura-Matson-Annie-Bailis.jpg?fsum=cf730ca84c75,"Lillie Johnson, Laura Matson, and Annie Bailis"
2,12,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81099-Henry-Howard-Sneyd-Maxwell-K.-Hearn.jpg?fsum=4a41caca7b00,Henry Howard-Sneyd and Maxwell K. Hearn
2,13,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81120-Jorrit-Britschgi-Robert-Baylis-Shelley-Rubin-Scott-Grinsell-Basha-Rubin.jpg?fsum=191bc7414640,"Jorrit Britschgi, Robert Baylis, Shelley Rubin, Scott Grinsell, and Basha Rubin"
2,14,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81125-Erik-Thomsen-Dr.-Julia-Curtis-John-Curtis.jpg?fsum=39c3749d9bbe,"Erik Thomsen, Dr. Julia Curtis, and John Curtis"
2,15,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81126-John-Abbey-Christine-Peterson-Erik-Thomsen-Cornelia-Thomsen.jpg?fsum=776a928dce79,"John Abbey, Christine Peterson, Erik Thomsen, and Cornelia Thomsen"
2,16,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81127-Margo-Thoma-Koichi-Okada.jpg?fsum=453716c8979b,Margo Thoma and Koichi Okada
2,17,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81129-Richard-Cervantes-Katherine-Martin-Jeff-Olson.jpg?fsum=ad60294b3cac,"Richard Cervantes, Katherine Martin, and Jeff Olson"
2,18,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81131-Carol-Conover-James-Lally-Helen-Lally.jpg?fsum=0df8e5ad285c,"Carol Conover, James Lally, and Helen Lally"
2,19,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81141-Halsey-North-Alice-North-Phyllis-Kempner-David-Stein.jpg?fsum=96af92ca6ef7,"Halsey North, Alice North, Phyllis Kempner, and David Stein"
2,20,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81171-Caron-Smith-Alexander-Gorlizki.jpg?fsum=d1bfbafcbbe0,Caron Smith and Alexander Gorlizki
2,21,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81176-Allen-Roberts-Heidi-Roberts-Dr.-Young-Yang-Chung-Erin-Byunn.jpg?fsum=7b96b5bd3bc7,"Allen Roberts, Heidi Roberts, Dr. Young Yang Chung, and Erin Byunn"
2,22,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81180-Robert-Poster-Amy-G.-Poster.jpg?fsum=ec4b0ef23f35,Robert and Amy Poster
2,23,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81182-Mark-Slaats-Richard-Littleton-James-Hennessy.jpg?fsum=8c85204cad57,"Mark Slaats, Richard Littleton, and James Hennessy"
2,24,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81190-Mary-Wallach-Helen-Lee.jpg?fsum=94b77a6f50af,Mary Wallach and Helen Lee
2,25,https://nysd-9904cefd.cdn.sitedistrict.com/wp-content/uploads/2019/03/anniewatt_81192-Yuriko-Kuchiki-Yu-Okuzono-Allison-Bradley-Mika-Hirama.jpg?fsum=b12f58137948,"Yuriko Kuchiki, Yu Okuzono, Allison Bradley, and Mika Hirama"
